design_id,predictor,prediction_status,pass,plddt_mean,confidence_score,ptm,iptm,pae_mean,ranking_score,motif_rmsd,motif_atoms_compared,motif_atoms_missing,clash_count,model_output_path,confidence_file,parse_error
design_16,af3,SUCCESS,PASS,86.8391,86.8391,,,3.95287,,2.164,76,0,0,/public/home/yinyifan/protein_design/examples/rsv_f_siteV_hRSV90_reproduction_5TPN_20260629/rfd3_parameter_sweep/conditions/rfd3_c03_a163_181_all_20_30/array_work/design_16/predictions_flat/design_16.pdb,/public/home/yinyifan/protein_design/examples/rsv_f_siteV_hRSV90_reproduction_5TPN_20260629/rfd3_parameter_sweep/conditions/rfd3_c03_a163_181_all_20_30/array_work/design_16/predictions_flat/design_16.json,
design_16,rf3,MISSING,,,,,,,,,,,,,,
design_16,boltz,MISSING,,,,,,,,,,,,,,
design_17,af3,SUCCESS,PASS,86.5501,86.5501,,,3.74365,,1.43456,76,0,0,/public/home/yinyifan/protein_design/examples/rsv_f_siteV_hRSV90_reproduction_5TPN_20260629/rfd3_parameter_sweep/conditions/rfd3_c03_a163_181_all_20_30/array_work/design_17/predictions_flat/design_17.pdb,/public/home/yinyifan/protein_design/examples/rsv_f_siteV_hRSV90_reproduction_5TPN_20260629/rfd3_parameter_sweep/conditions/rfd3_c03_a163_181_all_20_30/array_work/design_17/predictions_flat/design_17.json,
design_17,rf3,MISSING,,,,,,,,,,,,,,
design_17,boltz,MISSING,,,,,,,,,,,,,,
design_18,af3,SUCCESS,PASS,89.5929,89.5929,,,3.04938,,0.62833,76,0,0,/public/home/yinyifan/protein_design/examples/rsv_f_siteV_hRSV90_reproduction_5TPN_20260629/rfd3_parameter_sweep/conditions/rfd3_c03_a163_181_all_20_30/array_work/design_18/predictions_flat/design_18.pdb,/public/home/yinyifan/protein_design/examples/rsv_f_siteV_hRSV90_reproduction_5TPN_20260629/rfd3_parameter_sweep/conditions/rfd3_c03_a163_181_all_20_30/array_work/design_18/predictions_flat/design_18.json,
design_18,rf3,SUCCESS,PASS,87.5873,87.5873,,,2.09755,,2.03035,76,0,1,/public/home/yinyifan/protein_design/examples/rsv_f_siteV_hRSV90_reproduction_5TPN_20260629/rfd3_parameter_sweep/conditions/rfd3_c03_a163_181_all_20_30/rf3_confirmations_final/design_18/predictions_flat/rf3/design_18.pdb,/public/home/yinyifan/protein_design/examples/rsv_f_siteV_hRSV90_reproduction_5TPN_20260629/rfd3_parameter_sweep/conditions/rfd3_c03_a163_181_all_20_30/rf3_confirmations_final/design_18/predictions_flat/rf3/design_18.json,
design_18,boltz,MISSING,,,,,,,,,,,,,,
design_19,af3,SUCCESS,FAIL,69.9581,69.9581,,,8.95743,,2.7513,76,0,0,/public/home/yinyifan/protein_design/examples/rsv_f_siteV_hRSV90_reproduction_5TPN_20260629/rfd3_parameter_sweep/conditions/rfd3_c03_a163_181_all_20_30/array_work/design_19/predictions_flat/design_19.pdb,/public/home/yinyifan/protein_design/examples/rsv_f_siteV_hRSV90_reproduction_5TPN_20260629/rfd3_parameter_sweep/conditions/rfd3_c03_a163_181_all_20_30/array_work/design_19/predictions_flat/design_19.json,
design_19,rf3,MISSING,,,,,,,,,,,,,,
design_19,boltz,MISSING,,,,,,,,,,,,,,
design_2,af3,SUCCESS,FAIL,72.5467,72.5467,,,6.33867,,4.46284,76,0,0,/public/home/yinyifan/protein_design/examples/rsv_f_siteV_hRSV90_reproduction_5TPN_20260629/rfd3_parameter_sweep/conditions/rfd3_c03_a163_181_all_20_30/array_work/design_2/predictions_flat/design_2.pdb,/public/home/yinyifan/protein_design/examples/rsv_f_siteV_hRSV90_reproduction_5TPN_20260629/rfd3_parameter_sweep/conditions/rfd3_c03_a163_181_all_20_30/array_work/design_2/predictions_flat/design_2.json,
design_2,rf3,MISSING,,,,,,,,,,,,,,
design_2,boltz,MISSING,,,,,,,,,,,,,,
design_3,af3,SUCCESS,PASS,85.4333,85.4333,,,3.7085,,1.39331,76,0,0,/public/home/yinyifan/protein_design/examples/rsv_f_siteV_hRSV90_reproduction_5TPN_20260629/rfd3_parameter_sweep/conditions/rfd3_c03_a163_181_all_20_30/array_work/design_3/predictions_flat/design_3.pdb,/public/home/yinyifan/protein_design/examples/rsv_f_siteV_hRSV90_reproduction_5TPN_20260629/rfd3_parameter_sweep/conditions/rfd3_c03_a163_181_all_20_30/array_work/design_3/predictions_flat/design_3.json,
design_3,rf3,MISSING,,,,,,,,,,,,,,
design_3,boltz,MISSING,,,,,,,,,,,,,,
design_4,af3,SUCCESS,PASS,89.0698,89.0698,,,3.36798,,1.92606,76,0,0,/public/home/yinyifan/protein_design/examples/rsv_f_siteV_hRSV90_reproduction_5TPN_20260629/rfd3_parameter_sweep/conditions/rfd3_c03_a163_181_all_20_30/array_work/design_4/predictions_flat/design_4.pdb,/public/home/yinyifan/protein_design/examples/rsv_f_siteV_hRSV90_reproduction_5TPN_20260629/rfd3_parameter_sweep/conditions/rfd3_c03_a163_181_all_20_30/array_work/design_4/predictions_flat/design_4.json,
design_4,rf3,SUCCESS,PASS,86.7515,86.7515,,,1.99187,,1.83416,76,0,0,/public/home/yinyifan/protein_design/examples/rsv_f_siteV_hRSV90_reproduction_5TPN_20260629/rfd3_parameter_sweep/conditions/rfd3_c03_a163_181_all_20_30/rf3_confirmations_final/design_4/predictions_flat/rf3/design_4.pdb,/public/home/yinyifan/protein_design/examples/rsv_f_siteV_hRSV90_reproduction_5TPN_20260629/rfd3_parameter_sweep/conditions/rfd3_c03_a163_181_all_20_30/rf3_confirmations_final/design_4/predictions_flat/rf3/design_4.json,
design_4,boltz,MISSING,,,,,,,,,,,,,,
design_5,af3,SUCCESS,PASS,83.4214,83.4214,,,6.17155,,2.33654,76,0,0,/public/home/yinyifan/protein_design/examples/rsv_f_siteV_hRSV90_reproduction_5TPN_20260629/rfd3_parameter_sweep/conditions/rfd3_c03_a163_181_all_20_30/array_work/design_5/predictions_flat/design_5.pdb,/public/home/yinyifan/protein_design/examples/rsv_f_siteV_hRSV90_reproduction_5TPN_20260629/rfd3_parameter_sweep/conditions/rfd3_c03_a163_181_all_20_30/array_work/design_5/predictions_flat/design_5.json,
design_5,rf3,MISSING,,,,,,,,,,,,,,
design_5,boltz,MISSING,,,,,,,,,,,,,,
design_6,af3,SUCCESS,FAIL,83.3177,83.3177,,,6.86275,,7.69597,76,0,0,/public/home/yinyifan/protein_design/examples/rsv_f_siteV_hRSV90_reproduction_5TPN_20260629/rfd3_parameter_sweep/conditions/rfd3_c03_a163_181_all_20_30/array_work/design_6/predictions_flat/design_6.pdb,/public/home/yinyifan/protein_design/examples/rsv_f_siteV_hRSV90_reproduction_5TPN_20260629/rfd3_parameter_sweep/conditions/rfd3_c03_a163_181_all_20_30/array_work/design_6/predictions_flat/design_6.json,
design_6,rf3,MISSING,,,,,,,,,,,,,,
design_6,boltz,MISSING,,,,,,,,,,,,,,
design_7,af3,SUCCESS,PASS,81.2225,81.2225,,,5.48571,,1.63648,76,0,0,/public/home/yinyifan/protein_design/examples/rsv_f_siteV_hRSV90_reproduction_5TPN_20260629/rfd3_parameter_sweep/conditions/rfd3_c03_a163_181_all_20_30/array_work/design_7/predictions_flat/design_7.pdb,/public/home/yinyifan/protein_design/examples/rsv_f_siteV_hRSV90_reproduction_5TPN_20260629/rfd3_parameter_sweep/conditions/rfd3_c03_a163_181_all_20_30/array_work/design_7/predictions_flat/design_7.json,
design_7,rf3,MISSING,,,,,,,,,,,,,,
design_7,boltz,MISSING,,,,,,,,,,,,,,
design_8,af3,SUCCESS,FAIL,57.9601,57.9601,,,15.9587,,5.54145,76,0,0,/public/home/yinyifan/protein_design/examples/rsv_f_siteV_hRSV90_reproduction_5TPN_20260629/rfd3_parameter_sweep/conditions/rfd3_c03_a163_181_all_20_30/array_work/design_8/predictions_flat/design_8.pdb,/public/home/yinyifan/protein_design/examples/rsv_f_siteV_hRSV90_reproduction_5TPN_20260629/rfd3_parameter_sweep/conditions/rfd3_c03_a163_181_all_20_30/array_work/design_8/predictions_flat/design_8.json,
design_8,rf3,MISSING,,,,,,,,,,,,,,
design_8,boltz,MISSING,,,,,,,,,,,,,,
design_9,af3,SUCCESS,FAIL,69.7935,69.7935,,,8.32646,,1.42943,76,0,0,/public/home/yinyifan/protein_design/examples/rsv_f_siteV_hRSV90_reproduction_5TPN_20260629/rfd3_parameter_sweep/conditions/rfd3_c03_a163_181_all_20_30/array_work/design_9/predictions_flat/design_9.pdb,/public/home/yinyifan/protein_design/examples/rsv_f_siteV_hRSV90_reproduction_5TPN_20260629/rfd3_parameter_sweep/conditions/rfd3_c03_a163_181_all_20_30/array_work/design_9/predictions_flat/design_9.json,
design_9,rf3,MISSING,,,,,,,,,,,,,,
design_9,boltz,MISSING,,,,,,,,,,,,,,
